year,age_group,age_start,sex,population
2068,0-4,0,Male,949956
2068,5-9,5,Female,921983
2068,5-9,5,Male,970946
2068,10-14,10,Female,943997
2068,10-14,10,Male,993222
2068,15-19,15,Female,986165
2068,15-19,15,Male,1036854
2068,20-24,20,Female,1086805
2068,20-24,20,Male,1147697
2068,25-29,25,Female,1144183
2068,25-29,25,Male,1196313
2068,30-34,30,Female,1168978
2068,30-34,30,Male,1199204
2068,35-39,35,Female,1186373
2068,35-39,35,Male,1205426
2068,40-44,40,Female,1202532
2068,40-44,40,Male,1213822
2068,45-49,45,Female,1208439
2068,45-49,45,Male,1213587
2068,50-54,50,Female,1216614
2068,50-54,50,Male,1217700
2068,55-59,55,Female,1220022
2068,55-59,55,Male,1207437
2068,60-64,60,Female,1173561
2068,60-64,60,Male,1150754
2068,65-69,65,Female,1086346
2068,65-69,65,Male,1039707
2068,70-74,70,Female,1064571
2068,70-74,70,Male,974682
2068,75-79,75,Female,1016001
2068,75-79,75,Male,886541
2068,80-84,80,Female,856657
2068,80-84,80,Male,720331
2068,85+,85,Female,1105230
2068,85+,85,Male,818279
2069,0-4,0,Female,905155
2069,0-4,0,Male,954165
2069,5-9,5,Female,924767
2069,5-9,5,Male,973885
2069,10-14,10,Female,945503
2069,10-14,10,Male,994807
2069,15-19,15,Female,986847
2069,15-19,15,Male,1037572
2069,20-24,20,Female,1088894
2069,20-24,20,Male,1149911
2069,25-29,25,Female,1150258
2069,25-29,25,Male,1202717
2069,30-34,30,Female,1176295
2069,30-34,30,Male,1206918
2069,35-39,35,Female,1190568
2069,35-39,35,Male,1209877
2069,40-44,40,Female,1204332
2069,40-44,40,Male,1215835
2069,45-49,45,Female,1210806
2069,45-49,45,Male,1214683
2069,50-54,50,Female,1214090
2069,50-54,50,Male,1215720
2069,55-59,55,Female,1222499
2069,55-59,55,Male,1209263
2069,60-64,60,Female,1192211
2069,60-64,60,Male,1169123
2069,65-69,65,Female,1096207
2069,65-69,65,Male,1052610
2069,70-74,70,Female,1057780
2069,70-74,70,Male,973398
2069,75-79,75,Female,1020396
2069,75-79,75,Male,892543
2069,80-84,80,Female,867440
2069,80-84,80,Male,728170
2069,85+,85,Female,1126726
2069,85+,85,Male,836747
2070,0-4,0,Female,909301
2070,0-4,0,Male,958537
2070,5-9,5,Female,927820
2070,5-9,5,Male,977109
2070,10-14,10,Female,947244
2070,10-14,10,Male,996639
2070,15-19,15,Female,987601
2070,15-19,15,Male,1038362
2070,20-24,20,Female,1090428
2070,20-24,20,Male,1151542
2070,25-29,25,Female,1155520
2070,25-29,25,Male,1208258
2070,30-34,30,Female,1183848
2070,30-34,30,Male,1214894
2070,35-39,35,Female,1195399
2070,35-39,35,Male,1214980
2070,40-44,40,Female,1206353
2070,40-44,40,Male,1218073
2070,45-49,45,Female,1214834
2070,45-49,45,Male,1218770
2070,50-54,50,Female,1211193
2070,50-54,50,Male,1211463
2070,55-59,55,Female,1221829
2070,55-59,55,Male,1209732
2070,60-64,60,Female,1208523
2070,60-64,60,Male,1183098
2070,65-69,65,Female,1106107
2070,65-69,65,Male,1064173
2070,70-74,70,Female,1054966
2070,70-74,70,Male,976628
2070,75-79,75,Female,1021528
2070,75-79,75,Male,897481
2070,80-84,80,Female,878937
2070,80-84,80,Male,737247
2070,85+,85,Female,1149366
2070,85+,85,Male,855338
2071,0-4,0,Female,913543
2071,0-4,0,Male,963008
2071,5-9,5,Female,931140
2071,5-9,5,Male,980615
2071,10-14,10,Female,949225
2071,10-14,10,Male,998723
2071,15-19,15,Female,988500
2071,15-19,15,Male,1039311
2071,20-24,20,Female,1091549
2071,20-24,20,Male,1152737
2071,25-29,25,Female,1159909
2071,25-29,25,Male,1212882
2071,30-34,30,Female,1191395
2071,30-34,30,Male,1222846
2071,35-39,35,Female,1200921
2071,35-39,35,Male,1220812
2071,40-44,40,Female,1208822
2071,40-44,40,Male,1220754
2071,45-49,45,Female,1216686
2071,45-49,45,Male,1220800
2071,50-54,50,Female,1207982
2071,50-54,50,Male,1207501
2071,55-59,55,Female,1225433
2071,55-59,55,Male,1213587
2071,60-64,60,Female,1217367
2071,60-64,60,Male,1190715
2071,65-69,65,Female,1122189
2071,65-69,65,Male,1079768
2071,70-74,70,Female,1055002
2071,70-74,70,Male,983353
2071,75-79,75,Female,1018101
2071,75-79,75,Male,898989
2071,80-84,80,Female,889881
2071,80-84,80,Male,745112
2071,85+,85,Female,1171941
2071,85+,85,Male,874030
